combo_id	style_id	title	family	skeleton	type_era	control	material_hint	colour_strat	chrome	density_hint	brief_lock
C0353	hedgewitch	Hedge Witch	internet-expanded	SK-EDITORIAL-LONG	TY-OLDSTYLE-SERIF	ink-underline	herb	CS-NEON-ON-DARK	CH-DENSE	marketing	STYLE_ID=hedgewitch; SKELETON=SK-EDITORIAL-LONG; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=ink-underline; MATERIAL=herb; COLOUR_STRAT=CS-NEON-ON-DARK; CHROME=CH-DENSE; FEEL=herbal practical mystic
C0354	hikecore	Hikecore	internet-expanded	SK-BENTO	TY-HUMANIST	chunk-border	trail-map	CS-DESAT-CORP	CH-IMMERSIVE	marketing	STYLE_ID=hikecore; SKELETON=SK-BENTO; TYPE_ERA=TY-HUMANIST; CONTROL=chunk-border; MATERIAL=trail-map; COLOUR_STRAT=CS-DESAT-CORP; CHROME=CH-IMMERSIVE; FEEL=trail maps layers packs
C0355	holiday-resort	Holiday Resort	internet-expanded	SK-TABLE-FIRST	TY-HUMANIST	pill	resort-blue	CS-HIGH-KEY	CH-NONE	app	STYLE_ID=holiday-resort; SKELETON=SK-TABLE-FIRST; TYPE_ERA=TY-HUMANIST; CONTROL=pill; MATERIAL=resort-blue; COLOUR_STRAT=CS-HIGH-KEY; CHROME=CH-NONE; FEEL=brochure pool blue
C0356	horror-pulp	Pulp Horror	internet-expanded	SK-TIMELINE	TY-DISPLAY-EXTREME	chunk-border	pulp	CS-LOW-KEY	CH-MIN	app	STYLE_ID=horror-pulp; SKELETON=SK-TIMELINE; TYPE_ERA=TY-DISPLAY-EXTREME; CONTROL=chunk-border; MATERIAL=pulp; COLOUR_STRAT=CS-LOW-KEY; CHROME=CH-MIN; FEEL=lurid covers type
C0357	hospital-retro	Retro Hospital	internet-expanded	SK-MAP-STAGE	TY-HUMANIST	soft-rect	mint-tile	CS-SEPIA	CH-STANDARD	app	STYLE_ID=hospital-retro; SKELETON=SK-MAP-STAGE; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=mint-tile; COLOUR_STRAT=CS-SEPIA; CHROME=CH-STANDARD; FEEL=mint tile midcentury med
C0358	hot-rod	Hot Rod	internet-expanded	SK-BOARD-KANBAN	TY-DISPLAY-EXTREME	sharp-0	flame-chrome	CS-INVERTED	CH-APP	app	STYLE_ID=hot-rod; SKELETON=SK-BOARD-KANBAN; TYPE_ERA=TY-DISPLAY-EXTREME; CONTROL=sharp-0; MATERIAL=flame-chrome; COLOUR_STRAT=CS-INVERTED; CHROME=CH-APP; FEEL=flames chrome racing
C0359	iceberg	Iceberg	internet-expanded	SK-TICKET-STUB	TY-GROTESK-SOFT	sharp-0	iceberg	CS-REGIONAL-FLAG	CH-DENSE	marketing	STYLE_ID=iceberg; SKELETON=SK-TICKET-STUB; TYPE_ERA=TY-GROTESK-SOFT; CONTROL=sharp-0; MATERIAL=iceberg; COLOUR_STRAT=CS-REGIONAL-FLAG; CHROME=CH-DENSE; FEEL=cold minimal tip deep
C0360	indie-folk-web	Indie Folk Web	internet-expanded	SK-LEDGER	TY-OLDSTYLE-SERIF	soft-rect	handdrawn	CS-BRAND-LOCKUP	CH-IMMERSIVE	app	STYLE_ID=indie-folk-web; SKELETON=SK-LEDGER; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=soft-rect; MATERIAL=handdrawn; COLOUR_STRAT=CS-BRAND-LOCKUP; CHROME=CH-IMMERSIVE; FEEL=handdrawn soft acoustic
C0361	industrial-ballet	Industrial Ballet	internet-expanded	SK-TERMINAL	TY-MIXED-HIGH-CONTRAST	sharp-0	machine-grace	CS-MONO-PLUS	CH-NONE	app	STYLE_ID=industrial-ballet; SKELETON=SK-TERMINAL; TYPE_ERA=TY-MIXED-HIGH-CONTRAST; CONTROL=sharp-0; MATERIAL=machine-grace; COLOUR_STRAT=CS-MONO-PLUS; CHROME=CH-NONE; FEEL=grace in machinery
C0362	ink-bleed	Ink Bleed	internet-expanded	SK-POSTER	TY-OLDSTYLE-SERIF	ink-underline	wet-ink	CS-DUOTONE	CH-MIN	marketing	STYLE_ID=ink-bleed; SKELETON=SK-POSTER; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=ink-underline; MATERIAL=wet-ink; COLOUR_STRAT=CS-DUOTONE; CHROME=CH-MIN; FEEL=wet paper spread
C0363	jazz-club	Jazz Club	internet-expanded	SK-BOTTOM-SHEET	TY-DIDONE-LUX	ink-underline	brass-smoke	CS-PRIMARY-TRIO	CH-STANDARD	mobile	STYLE_ID=jazz-club; SKELETON=SK-BOTTOM-SHEET; TYPE_ERA=TY-DIDONE-LUX; CONTROL=ink-underline; MATERIAL=brass-smoke; COLOUR_STRAT=CS-PRIMARY-TRIO; CHROME=CH-STANDARD; FEEL=low light brass smoke
C0364	journal-bullet	Bullet Journal	internet-expanded	SK-TAB-DECK	TY-HUMANIST	soft-rect	dot-grid	CS-TONAL	CH-APP	mobile	STYLE_ID=journal-bullet; SKELETON=SK-TAB-DECK; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=dot-grid; COLOUR_STRAT=CS-TONAL; CHROME=CH-APP; FEEL=dotted grids habit
C0365	jungle-modern	Jungle Modern	internet-expanded	SK-WIZARD-STEPS	TY-HUMANIST	soft-rect	jungle-modern	CS-PAPER-INK	CH-DENSE	app	STYLE_ID=jungle-modern; SKELETON=SK-WIZARD-STEPS; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=jungle-modern; COLOUR_STRAT=CS-PAPER-INK; CHROME=CH-DENSE; FEEL=lush leaf modern furniture
C0366	kayak-outdoor	Paddle Outdoor	internet-expanded	SK-SPLIT-INSPECTOR	TY-HUMANIST	chunk-border	river	CS-DARK-STAGE	CH-IMMERSIVE	app	STYLE_ID=kayak-outdoor; SKELETON=SK-SPLIT-INSPECTOR; TYPE_ERA=TY-HUMANIST; CONTROL=chunk-border; MATERIAL=river; COLOUR_STRAT=CS-DARK-STAGE; CHROME=CH-IMMERSIVE; FEEL=river bright functional
C0367	kitchen-70s	1970s Kitchen	internet-expanded	SK-DASH-METRIC	TY-GEOMETRIC	soft-rect	avocado-gold	CS-PASTEL-POP	CH-NONE	app	STYLE_ID=kitchen-70s; SKELETON=SK-DASH-METRIC; TYPE_ERA=TY-GEOMETRIC; CONTROL=soft-rect; MATERIAL=avocado-gold; COLOUR_STRAT=CS-PASTEL-POP; CHROME=CH-NONE; FEEL=avocado harvest gold
C0368	lab-core	Labcore	internet-expanded	SK-GALLERY-INDEX	TY-MONO-DATA	sharp-0	beaker	CS-SIGNAL	CH-MIN	marketing	STYLE_ID=lab-core; SKELETON=SK-GALLERY-INDEX; TYPE_ERA=TY-MONO-DATA; CONTROL=sharp-0; MATERIAL=beaker; COLOUR_STRAT=CS-SIGNAL; CHROME=CH-MIN; FEEL=beakers clean curiosity
C0369	library-public	Public Library	internet-expanded	SK-ZINE-COLLAGE	TY-HUMANIST	ink-underline	library-public	CS-PHOTO-LED	CH-STANDARD	marketing	STYLE_ID=library-public; SKELETON=SK-ZINE-COLLAGE; TYPE_ERA=TY-HUMANIST; CONTROL=ink-underline; MATERIAL=library-public; COLOUR_STRAT=CS-PHOTO-LED; CHROME=CH-STANDARD; FEEL= Dewey calm helpful
C0370	lighthouse	Lighthouse	internet-expanded	SK-BRUTAL-BLOCKS	TY-HUMANIST	chunk-border	lighthouse	CS-CMYK-PROCESS	CH-APP	any	STYLE_ID=lighthouse; SKELETON=SK-BRUTAL-BLOCKS; TYPE_ERA=TY-HUMANIST; CONTROL=chunk-border; MATERIAL=lighthouse; COLOUR_STRAT=CS-CMYK-PROCESS; CHROME=CH-APP; FEEL=beam night sea
C0371	linen-spa	Linen Spa	internet-expanded	SK-RAIL-DOCK	TY-HUMANIST	pill	linen-spa	CS-EARTH	CH-DENSE	app	STYLE_ID=linen-spa; SKELETON=SK-RAIL-DOCK; TYPE_ERA=TY-HUMANIST; CONTROL=pill; MATERIAL=linen-spa; COLOUR_STRAT=CS-EARTH; CHROME=CH-DENSE; FEEL=beige calm wellness
C0372	lipstick-print	Lipstick Pop	internet-expanded	SK-CENTER-STAGE	TY-DIDONE-LUX	pill	lipstick	CS-OCEAN	CH-IMMERSIVE	marketing	STYLE_ID=lipstick-print; SKELETON=SK-CENTER-STAGE; TYPE_ERA=TY-DIDONE-LUX; CONTROL=pill; MATERIAL=lipstick; COLOUR_STRAT=CS-OCEAN; CHROME=CH-IMMERSIVE; FEEL=beauty print bold
C0373	loft-artist	Artist Loft	internet-expanded	SK-NEWS-RIVER	TY-MIXED-HIGH-CONTRAST	sharp-0	paint-loft	CS-NEON-ON-DARK	CH-NONE	app	STYLE_ID=loft-artist; SKELETON=SK-NEWS-RIVER; TYPE_ERA=TY-MIXED-HIGH-CONTRAST; CONTROL=sharp-0; MATERIAL=paint-loft; COLOUR_STRAT=CS-NEON-ON-DARK; CHROME=CH-NONE; FEEL=paint splatter white space
C0374	lumberjack	Lumberjack	internet-expanded	SK-CALENDAR-SPINE	TY-SLAB	chunk-border	plaid	CS-DESAT-CORP	CH-MIN	app	STYLE_ID=lumberjack; SKELETON=SK-CALENDAR-SPINE; TYPE_ERA=TY-SLAB; CONTROL=chunk-border; MATERIAL=plaid; COLOUR_STRAT=CS-DESAT-CORP; CHROME=CH-MIN; FEEL=plaid timber axe
C0375	lunar	Lunar	internet-expanded	SK-MASONRY	TY-GROTESK-SOFT	sharp-0	moon-dust	CS-HIGH-KEY	CH-STANDARD	marketing	STYLE_ID=lunar; SKELETON=SK-MASONRY; TYPE_ERA=TY-GROTESK-SOFT; CONTROL=sharp-0; MATERIAL=moon-dust; COLOUR_STRAT=CS-HIGH-KEY; CHROME=CH-STANDARD; FEEL=moon dust silver quiet
C0376	magic-marker	Magic Marker	internet-expanded	SK-SPLIT-DIAGONAL	TY-DISPLAY-EXTREME	chunk-border	marker	CS-LOW-KEY	CH-APP	marketing	STYLE_ID=magic-marker; SKELETON=SK-SPLIT-DIAGONAL; TYPE_ERA=TY-DISPLAY-EXTREME; CONTROL=chunk-border; MATERIAL=marker; COLOUR_STRAT=CS-LOW-KEY; CHROME=CH-APP; FEEL=hand thick marker
C0377	marine-biology	Marine Biology	internet-expanded	SK-FRAME-IN-FRAME	TY-SERIF-TEXT	sharp-0	specimen-blue	CS-SEPIA	CH-DENSE	marketing	STYLE_ID=marine-biology; SKELETON=SK-FRAME-IN-FRAME; TYPE_ERA=TY-SERIF-TEXT; CONTROL=sharp-0; MATERIAL=specimen-blue; COLOUR_STRAT=CS-SEPIA; CHROME=CH-DENSE; FEEL=specimen blue scientific
C0378	marketplace-bazaar	Bazaar	internet-expanded	SK-SIDE-SCROLL	TY-MIXED-HIGH-CONTRAST	chunk-border	bazaar	CS-INVERTED	CH-IMMERSIVE	marketing	STYLE_ID=marketplace-bazaar; SKELETON=SK-SIDE-SCROLL; TYPE_ERA=TY-MIXED-HIGH-CONTRAST; CONTROL=chunk-border; MATERIAL=bazaar; COLOUR_STRAT=CS-INVERTED; CHROME=CH-IMMERSIVE; FEEL=dense stalls colour
C0379	meadow	Meadow	internet-expanded	SK-FIXED-TOC	TY-OLDSTYLE-SERIF	soft-rect	wildflower	CS-REGIONAL-FLAG	CH-NONE	marketing	STYLE_ID=meadow; SKELETON=SK-FIXED-TOC; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=soft-rect; MATERIAL=wildflower; COLOUR_STRAT=CS-REGIONAL-FLAG; CHROME=CH-NONE; FEEL=wildflower soft horizontal
C0380	medical-flat	Medical Flat Iconic	internet-expanded	SK-COMMAND-CENTER	TY-HUMANIST	soft-rect	medical-flat	CS-BRAND-LOCKUP	CH-MIN	app	STYLE_ID=medical-flat; SKELETON=SK-COMMAND-CENTER; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=medical-flat; COLOUR_STRAT=CS-BRAND-LOCKUP; CHROME=CH-MIN; FEEL=clean clinical flat
C0381	memphis-lite	Memphis Lite	internet-expanded	SK-INBOX-ZERO	TY-GEOMETRIC	pill	memphis-soft	CS-MONO-PLUS	CH-STANDARD	app	STYLE_ID=memphis-lite; SKELETON=SK-INBOX-ZERO; TYPE_ERA=TY-GEOMETRIC; CONTROL=pill; MATERIAL=memphis-soft; COLOUR_STRAT=CS-MONO-PLUS; CHROME=CH-STANDARD; FEEL=softer memphis shapes
C0382	military-surplus	Military Surplus	internet-expanded	SK-STUDIO-CANVAS	TY-STENCIL	chunk-border	olive-drab	CS-DUOTONE	CH-APP	app	STYLE_ID=military-surplus; SKELETON=SK-STUDIO-CANVAS; TYPE_ERA=TY-STENCIL; CONTROL=chunk-border; MATERIAL=olive-drab; COLOUR_STRAT=CS-DUOTONE; CHROME=CH-APP; FEEL=olive stencil util
C0383	mineral	Mineral	internet-expanded	SK-COMPARISON	TY-GEOMETRIC	sharp-0	crystal	CS-PRIMARY-TRIO	CH-DENSE	marketing	STYLE_ID=mineral; SKELETON=SK-COMPARISON; TYPE_ERA=TY-GEOMETRIC; CONTROL=sharp-0; MATERIAL=crystal; COLOUR_STRAT=CS-PRIMARY-TRIO; CHROME=CH-DENSE; FEEL=geodes crystal facets
C0384	minimal-swiss-dark	Dark Swiss	internet-expanded	SK-PRICING-LADDER	TY-GROTESQUE	ink-underline	dark-swiss	CS-TONAL	CH-IMMERSIVE	marketing	STYLE_ID=minimal-swiss-dark; SKELETON=SK-PRICING-LADDER; TYPE_ERA=TY-GROTESQUE; CONTROL=ink-underline; MATERIAL=dark-swiss; COLOUR_STRAT=CS-TONAL; CHROME=CH-IMMERSIVE; FEEL=swiss on near-black
C0385	modular-synth	Modular Synth	internet-expanded	SK-MANIFEST-LIST	TY-MONO-DATA	chunk-border	synth-panel	CS-PAPER-INK	CH-NONE	app	STYLE_ID=modular-synth; SKELETON=SK-MANIFEST-LIST; TYPE_ERA=TY-MONO-DATA; CONTROL=chunk-border; MATERIAL=synth-panel; COLOUR_STRAT=CS-PAPER-INK; CHROME=CH-NONE; FEEL=patch cables knobs
C0386	monastic	Monastic	internet-expanded	SK-SCOREBOARD	TY-OLDSTYLE-SERIF	ink-underline	stone-quiet	CS-DARK-STAGE	CH-MIN	app	STYLE_ID=monastic; SKELETON=SK-SCOREBOARD; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=ink-underline; MATERIAL=stone-quiet; COLOUR_STRAT=CS-DARK-STAGE; CHROME=CH-MIN; FEEL=quiet stone script spare
C0387	monochrome-red	Red Monochrome	internet-expanded	SK-COCKPIT-STRIP	TY-GROTESQUE	sharp-0	red-ink	CS-PASTEL-POP	CH-STANDARD	app	STYLE_ID=monochrome-red; SKELETON=SK-COCKPIT-STRIP; TYPE_ERA=TY-GROTESQUE; CONTROL=sharp-0; MATERIAL=red-ink; COLOUR_STRAT=CS-PASTEL-POP; CHROME=CH-STANDARD; FEEL=one red ink system
C0388	motel-seedy	Seedy Motel	internet-expanded	SK-FOLIO-SPREAD	TY-DISPLAY-EXTREME	chunk-border	vacancy-neon	CS-SIGNAL	CH-APP	marketing	STYLE_ID=motel-seedy; SKELETON=SK-FOLIO-SPREAD; TYPE_ERA=TY-DISPLAY-EXTREME; CONTROL=chunk-border; MATERIAL=vacancy-neon; COLOUR_STRAT=CS-SIGNAL; CHROME=CH-APP; FEEL=neon vacancy loneliness
C0389	mountain-badge	Mountain Badge	internet-expanded	SK-STAMP-SHEET	TY-SLAB	ticket	badge-patch	CS-PHOTO-LED	CH-DENSE	marketing	STYLE_ID=mountain-badge; SKELETON=SK-STAMP-SHEET; TYPE_ERA=TY-SLAB; CONTROL=ticket; MATERIAL=badge-patch; COLOUR_STRAT=CS-PHOTO-LED; CHROME=CH-DENSE; FEEL=park badge patches
C0390	movie-prop	Movie Prop UI	internet-expanded	SK-DOCKED-FAB	TY-MONO-DATA	sharp-0	prop-ui	CS-CMYK-PROCESS	CH-IMMERSIVE	mobile	STYLE_ID=movie-prop; SKELETON=SK-DOCKED-FAB; TYPE_ERA=TY-MONO-DATA; CONTROL=sharp-0; MATERIAL=prop-ui; COLOUR_STRAT=CS-CMYK-PROCESS; CHROME=CH-IMMERSIVE; FEEL=diegetic fake interfaces
C0391	municipal	Municipal	internet-expanded	SK-PEEK-CARDS	TY-SYSTEM-RAW	sharp-0	municipal	CS-EARTH	CH-NONE	mobile	STYLE_ID=municipal; SKELETON=SK-PEEK-CARDS; TYPE_ERA=TY-SYSTEM-RAW; CONTROL=sharp-0; MATERIAL=municipal; COLOUR_STRAT=CS-EARTH; CHROME=CH-NONE; FEEL=forms stamps civic beige
C0392	museum-label	Museum Label	internet-expanded	SK-RADIO-TUNER	TY-SERIF-TEXT	ink-underline	label	CS-OCEAN	CH-MIN	app	STYLE_ID=museum-label; SKELETON=SK-RADIO-TUNER; TYPE_ERA=TY-SERIF-TEXT; CONTROL=ink-underline; MATERIAL=label; COLOUR_STRAT=CS-OCEAN; CHROME=CH-MIN; FEEL=tiny captions rigor
C0393	mushroom	Mushroom	internet-expanded	SK-FILMSTRIP	TY-ROUNDED	pill	mushroom	CS-NEON-ON-DARK	CH-STANDARD	marketing	STYLE_ID=mushroom; SKELETON=SK-FILMSTRIP; TYPE_ERA=TY-ROUNDED; CONTROL=pill; MATERIAL=mushroom; COLOUR_STRAT=CS-NEON-ON-DARK; CHROME=CH-STANDARD; FEEL=forest fungi soft weird
C0394	nautical-flag	Nautical Flag	internet-expanded	SK-ORBIT-META	TY-HUMANIST	chunk-border	signal-flags	CS-DESAT-CORP	CH-APP	marketing	STYLE_ID=nautical-flag; SKELETON=SK-ORBIT-META; TYPE_ERA=TY-HUMANIST; CONTROL=chunk-border; MATERIAL=signal-flags; COLOUR_STRAT=CS-DESAT-CORP; CHROME=CH-APP; FEEL=signal flags code
C0395	neo-geo	Neo-Geo 80s	internet-expanded	SK-SPLIT-DEPTH	TY-GEOMETRIC	sharp-0	neo-geo	CS-HIGH-KEY	CH-DENSE	marketing	STYLE_ID=neo-geo; SKELETON=SK-SPLIT-DEPTH; TYPE_ERA=TY-GEOMETRIC; CONTROL=sharp-0; MATERIAL=neo-geo; COLOUR_STRAT=CS-HIGH-KEY; CHROME=CH-DENSE; FEEL=memphis geometry cousin
C0396	neo-tokyo	Neo Tokyo	internet-expanded	SK-CHECKOUT-TUNNEL	TY-DISPLAY-EXTREME	sharp-0	neo-tokyo	CS-LOW-KEY	CH-IMMERSIVE	marketing	STYLE_ID=neo-tokyo; SKELETON=SK-CHECKOUT-TUNNEL; TYPE_ERA=TY-DISPLAY-EXTREME; CONTROL=sharp-0; MATERIAL=neo-tokyo; COLOUR_STRAT=CS-LOW-KEY; CHROME=CH-IMMERSIVE; FEEL=anime rain neon density
C0397	newspaper-sports	Sports Page	internet-expanded	SK-CHAT-THREAD	TY-INDUSTRIAL-COND	sharp-0	sports-page	CS-SEPIA	CH-NONE	app	STYLE_ID=newspaper-sports; SKELETON=SK-CHAT-THREAD; TYPE_ERA=TY-INDUSTRIAL-COND; CONTROL=sharp-0; MATERIAL=sports-page; COLOUR_STRAT=CS-SEPIA; CHROME=CH-NONE; FEEL=stats columns bold
C0398	night-market	Night Market	internet-expanded	SK-NOTIFICATION-STACK	TY-MIXED-HIGH-CONTRAST	chunk-border	lantern	CS-INVERTED	CH-MIN	mobile	STYLE_ID=night-market; SKELETON=SK-NOTIFICATION-STACK; TYPE_ERA=TY-MIXED-HIGH-CONTRAST; CONTROL=chunk-border; MATERIAL=lantern; COLOUR_STRAT=CS-INVERTED; CHROME=CH-MIN; FEEL=lanterns steam stalls
C0399	noir-detective	Detective Noir	internet-expanded	SK-DIRECTORY	TY-TRANSITIONAL-SERIF	ticket	case-file	CS-REGIONAL-FLAG	CH-STANDARD	app	STYLE_ID=noir-detective; SKELETON=SK-DIRECTORY; TYPE_ERA=TY-TRANSITIONAL-SERIF; CONTROL=ticket; MATERIAL=case-file; COLOUR_STRAT=CS-REGIONAL-FLAG; CHROME=CH-STANDARD; FEEL=case files stamps
C0400	nordic-noir	Nordic Noir	internet-expanded	SK-ATLAS-PLATES	TY-GROTESQUE	sharp-0	cold-crime	CS-BRAND-LOCKUP	CH-APP	marketing	STYLE_ID=nordic-noir; SKELETON=SK-ATLAS-PLATES; TYPE_ERA=TY-GROTESQUE; CONTROL=sharp-0; MATERIAL=cold-crime; COLOUR_STRAT=CS-BRAND-LOCKUP; CHROME=CH-APP; FEEL=cold crime quiet
C0401	notebook-lab	Lab Notebook	internet-expanded	SK-HERO-SPLIT	TY-MONO-DATA	sharp-0	lab-notebook	CS-MONO-PLUS	CH-DENSE	marketing	STYLE_ID=notebook-lab; SKELETON=SK-HERO-SPLIT; TYPE_ERA=TY-MONO-DATA; CONTROL=sharp-0; MATERIAL=lab-notebook; COLOUR_STRAT=CS-MONO-PLUS; CHROME=CH-DENSE; FEEL=grid ink stains
C0402	observatory	Observatory	internet-expanded	SK-SINGLE-STICKY	TY-SERIF-TEXT	ink-underline	star-chart	CS-DUOTONE	CH-IMMERSIVE	marketing	STYLE_ID=observatory; SKELETON=SK-SINGLE-STICKY; TYPE_ERA=TY-SERIF-TEXT; CONTROL=ink-underline; MATERIAL=star-chart; COLOUR_STRAT=CS-DUOTONE; CHROME=CH-IMMERSIVE; FEEL=stars charts navy
C0403	office-90s	90s Office	internet-expanded	SK-EDITORIAL-LONG	TY-SYSTEM-RAW	soft-rect	office-beige	CS-PRIMARY-TRIO	CH-NONE	marketing	STYLE_ID=office-90s; SKELETON=SK-EDITORIAL-LONG; TYPE_ERA=TY-SYSTEM-RAW; CONTROL=soft-rect; MATERIAL=office-beige; COLOUR_STRAT=CS-PRIMARY-TRIO; CHROME=CH-NONE; FEEL=clipart beige CRT
C0404	oil-paint-gallery	Oil Gallery	internet-expanded	SK-BENTO	TY-OLDSTYLE-SERIF	ink-underline	varnish	CS-TONAL	CH-MIN	marketing	STYLE_ID=oil-paint-gallery; SKELETON=SK-BENTO; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=ink-underline; MATERIAL=varnish; COLOUR_STRAT=CS-TONAL; CHROME=CH-MIN; FEEL=heavy frames varnish
C0405	olive-garden-italian-american	Italian-American Red Sauce	internet-expanded	SK-TABLE-FIRST	TY-HUMANIST	soft-rect	check-red	CS-PAPER-INK	CH-STANDARD	app	STYLE_ID=olive-garden-italian-american; SKELETON=SK-TABLE-FIRST; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=check-red; COLOUR_STRAT=CS-PAPER-INK; CHROME=CH-STANDARD; FEEL=checkered warm family
C0406	opera	Opera	internet-expanded	SK-TIMELINE	TY-DIDONE-LUX	ink-underline	velvet-gold	CS-DARK-STAGE	CH-APP	app	STYLE_ID=opera; SKELETON=SK-TIMELINE; TYPE_ERA=TY-DIDONE-LUX; CONTROL=ink-underline; MATERIAL=velvet-gold; COLOUR_STRAT=CS-DARK-STAGE; CHROME=CH-APP; FEEL=velvet gold drama
C0407	oracle-mystic	Oracle Mystic	internet-expanded	SK-MAP-STAGE	TY-OLDSTYLE-SERIF	ticket	oracle	CS-PASTEL-POP	CH-DENSE	app	STYLE_ID=oracle-mystic; SKELETON=SK-MAP-STAGE; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=ticket; MATERIAL=oracle; COLOUR_STRAT=CS-PASTEL-POP; CHROME=CH-DENSE; FEEL=cards symbols dusk
C0408	organic-grocery	Organic Grocery	internet-expanded	SK-BOARD-KANBAN	TY-HUMANIST	soft-rect	kraft-green	CS-SIGNAL	CH-IMMERSIVE	app	STYLE_ID=organic-grocery; SKELETON=SK-BOARD-KANBAN; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=kraft-green; COLOUR_STRAT=CS-SIGNAL; CHROME=CH-IMMERSIVE; FEEL=kraft green leaf
C0409	origami	Origami	internet-expanded	SK-TICKET-STUB	TY-GEOMETRIC	sharp-0	folded-paper	CS-PHOTO-LED	CH-NONE	marketing	STYLE_ID=origami; SKELETON=SK-TICKET-STUB; TYPE_ERA=TY-GEOMETRIC; CONTROL=sharp-0; MATERIAL=folded-paper; COLOUR_STRAT=CS-PHOTO-LED; CHROME=CH-NONE; FEEL=folded paper geometry
C0410	ornithology	Ornithology	internet-expanded	SK-LEDGER	TY-SERIF-TEXT	ink-underline	bird-plate	CS-CMYK-PROCESS	CH-MIN	app	STYLE_ID=ornithology; SKELETON=SK-LEDGER; TYPE_ERA=TY-SERIF-TEXT; CONTROL=ink-underline; MATERIAL=bird-plate; COLOUR_STRAT=CS-CMYK-PROCESS; CHROME=CH-MIN; FEEL=bird plates field
C0411	outdoor-brands	Outdoor Brand	internet-expanded	SK-TERMINAL	TY-HUMANIST	chunk-border	topo	CS-EARTH	CH-STANDARD	app	STYLE_ID=outdoor-brands; SKELETON=SK-TERMINAL; TYPE_ERA=TY-HUMANIST; CONTROL=chunk-border; MATERIAL=topo; COLOUR_STRAT=CS-EARTH; CHROME=CH-STANDARD; FEEL=topo maps functional
C0412	pagan-folk	Pagan Folk	internet-expanded	SK-POSTER	TY-OLDSTYLE-SERIF	ink-underline	season-earth	CS-OCEAN	CH-APP	marketing	STYLE_ID=pagan-folk; SKELETON=SK-POSTER; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=ink-underline; MATERIAL=season-earth; COLOUR_STRAT=CS-OCEAN; CHROME=CH-APP; FEEL=symbols seasons earth
C0413	paintball	Paintball	internet-expanded	SK-BOTTOM-SHEET	TY-INDUSTRIAL-COND	chunk-border	splatter	CS-NEON-ON-DARK	CH-DENSE	mobile	STYLE_ID=paintball; SKELETON=SK-BOTTOM-SHEET; TYPE_ERA=TY-INDUSTRIAL-COND; CONTROL=chunk-border; MATERIAL=splatter; COLOUR_STRAT=CS-NEON-ON-DARK; CHROME=CH-DENSE; FEEL=splatter sport energy
C0414	palace	Palace	internet-expanded	SK-TAB-DECK	TY-DIDONE-LUX	ink-underline	palace-gold	CS-DESAT-CORP	CH-IMMERSIVE	mobile	STYLE_ID=palace; SKELETON=SK-TAB-DECK; TYPE_ERA=TY-DIDONE-LUX; CONTROL=ink-underline; MATERIAL=palace-gold; COLOUR_STRAT=CS-DESAT-CORP; CHROME=CH-IMMERSIVE; FEEL=ornate symmetry gold
C0415	papercraft	Papercraft	internet-expanded	SK-WIZARD-STEPS	TY-HUMANIST	soft-rect	paper-layer	CS-HIGH-KEY	CH-NONE	app	STYLE_ID=papercraft; SKELETON=SK-WIZARD-STEPS; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=paper-layer; COLOUR_STRAT=CS-HIGH-KEY; CHROME=CH-NONE; FEEL=cut layers shadow boxes
C0416	parade	Parade	internet-expanded	SK-SPLIT-INSPECTOR	TY-DISPLAY-EXTREME	pill	confetti	CS-LOW-KEY	CH-MIN	app	STYLE_ID=parade; SKELETON=SK-SPLIT-INSPECTOR; TYPE_ERA=TY-DISPLAY-EXTREME; CONTROL=pill; MATERIAL=confetti; COLOUR_STRAT=CS-LOW-KEY; CHROME=CH-MIN; FEEL=confetti floats bright
C0417	park-municipal	Municipal Park	internet-expanded	SK-DASH-METRIC	TY-HUMANIST	chunk-border	park-sign	CS-SEPIA	CH-STANDARD	app	STYLE_ID=park-municipal; SKELETON=SK-DASH-METRIC; TYPE_ERA=TY-HUMANIST; CONTROL=chunk-border; MATERIAL=park-sign; COLOUR_STRAT=CS-SEPIA; CHROME=CH-STANDARD; FEEL=signs maps green
